episode:0 	| reward:0.28 	| took:1.13s 	| avrege:0.28 	| loss:(actor:-3.76, critic:0.98)
episode:253 	| reward:0.64 	| took:2.69s 	| avrege:0.55 	| loss:(actor:-0.96, critic:0.00)
episode:254 	| reward:0.70 	| took:3.08s 	| avrege:0.55 	| loss:(actor:-1.32, critic:0.00)
episode:255 	| reward:0.54 	| took:2.25s 	| avrege:0.55 	| loss:(actor:-1.35, critic:0.00)
episode:256 	| reward:0.67 	| took:3.00s 	| avrege:0.55 	| loss:(actor:-1.21, critic:0.00)
episode:257 	| reward:0.70 	| took:3.41s 	| avrege:0.55 	| loss:(actor:-1.18, critic:0.00)
episode:258 	| reward:0.57 	| took:2.30s 	| avrege:0.55 	| loss:(actor:-0.83, critic:0.00)
episode:259 	| reward:0.52 	| took:2.24s 	| avrege:0.55 	| loss:(actor:-1.18, critic:0.00)
episode:260 	| reward:0.65 	| took:2.76s 	| avrege:0.55 	| loss:(actor:-0.88, critic:0.00)
episode:261 	| reward:0.70 	| took:2.81s 	| avrege:0.56 	| loss:(actor:-0.76, critic:0.00)
episode:262 	| reward:0.64 	| took:2.51s 	| avrege:0.56 	| loss:(actor:-1.26, critic:0.00)
episode:263 	| reward:0.68 	| took:2.70s 	| avrege:0.56 	| loss:(actor:-1.24, critic:0.00)
episode:264 	| reward:0.55 	| took:2.23s 	| avrege:0.56 	| loss:(actor:-1.52, critic:0.00)
episode:265 	| reward:0.65 	| took:2.57s 	| avrege:0.56 	| loss:(actor:-1.11, critic:0.00)
episode:266 	| reward:0.65 	| took:2.46s 	| avrege:0.56 	| loss:(actor:-0.97, critic:0.00)
episode:267 	| reward:0.67 	| took:2.74s 	| avrege:0.56 	| loss:(actor:-0.95, critic:0.00)
episode:268 	| reward:0.58 	| took:2.41s 	| avrege:0.56 	| loss:(actor:-1.19, critic:0.00)
episode:269 	| reward:0.55 	| took:2.24s 	| avrege:0.56 	| loss:(actor:-1.08, critic:0.01)
episode:270 	| reward:0.57 	| took:2.24s 	| avrege:0.56 	| loss:(actor:-0.98, critic:0.00)
episode:271 	| reward:0.55 	| took:2.39s 	| avrege:0.56 	| loss:(actor:-1.04, critic:0.00)
episode:272 	| reward:0.53 	| took:2.30s 	| avrege:0.56 	| loss:(actor:-0.86, critic:0.00)
episode:273 	| reward:0.53 	| took:2.41s 	| avrege:0.56 	| loss:(actor:-0.98, critic:0.00)
episode:274 	| reward:0.68 	| took:3.52s 	| avrege:0.57 	| loss:(actor:-1.29, critic:0.00)
episode:275 	| reward:0.61 	| took:3.04s 	| avrege:0.57 	| loss:(actor:-1.09, critic:0.00)
episode:276 	| reward:0.71 	| took:3.07s 	| avrege:0.57 	| loss:(actor:-1.26, critic:0.00)
episode:277 	| reward:0.67 	| took:2.87s 	| avrege:0.57 	| loss:(actor:-0.95, critic:0.00)
episode:278 	| reward:0.71 	| took:2.94s 	| avrege:0.57 	| loss:(actor:-0.97, critic:0.05)
episode:279 	| reward:0.50 	| took:2.25s 	| avrege:0.57 	| loss:(actor:-0.93, critic:0.00)
episode:280 	| reward:0.53 	| took:2.25s 	| avrege:0.57 	| loss:(actor:-1.03, critic:0.00)
